ds,model,uq,thr,seed,interp,extrap
STEEL,RF,knn-norm,0.75,1,0.8949771689497716,0.21782178217821782
STEEL,Linear,split,0.75,1,0.863013698630137,0.44884488448844884
STEEL,Linear,knn-norm,0.75,1,0.863013698630137,0.37293729372937295
STEEL,GP,native90,0.75,1,0.8812785388127854,
STEEL,GP,native90,0.75,1,,0.66996699669967
STEEL,QuantGBM,native90,0.75,1,0.7625570776255708,
STEEL,QuantGBM,native90,0.75,1,,0.31683168316831684
STEEL,HistGB,split,0.75,2,0.8812785388127854,0.33663366336633666
STEEL,HistGB,knn-norm,0.75,2,0.8949771689497716,0.31683168316831684
STEEL,RF,split,0.75,2,0.9041095890410958,0.34983498349834985
STEEL,RF,knn-norm,0.75,2,0.8904109589041096,0.23102310231023102
STEEL,Linear,split,0.75,2,0.908675799086758,0.40264026402640263
STEEL,Linear,knn-norm,0.75,2,0.954337899543379,0.28052805280528054
STEEL,GP,native90,0.75,2,0.9452054794520548,
STEEL,GP,native90,0.75,2,,0.6765676567656765
STEEL,QuantGBM,native90,0.75,2,0.7488584474885844,
STEEL,QuantGBM,native90,0.75,2,,0.2739273927392739
STEEL,HistGB,split,0.8,0,0.9531914893617022,0.2489451476793249
STEEL,HistGB,knn-norm,0.8,0,0.9148936170212766,0.22362869198312235
STEEL,RF,split,0.8,0,0.9574468085106383,0.22784810126582278
STEEL,RF,knn-norm,0.8,0,0.9148936170212766,0.16455696202531644
STEEL,Linear,split,0.8,0,0.8978723404255319,0.26582278481012656
STEEL,Linear,knn-norm,0.8,0,0.9574468085106383,0.18565400843881857
STEEL,GP,native90,0.8,0,0.8936170212765957,
STEEL,GP,native90,0.8,0,,0.890295358649789
STEEL,QuantGBM,native90,0.8,0,0.8595744680851064,
STEEL,QuantGBM,native90,0.8,0,,0.270042194092827
STEEL,HistGB,split,0.8,1,0.8680851063829788,0.1729957805907173
STEEL,HistGB,knn-norm,0.8,1,0.8978723404255319,0.14345991561181434
STEEL,RF,split,0.8,1,0.8382978723404255,0.1350210970464135
STEEL,RF,knn-norm,0.8,1,0.9063829787234042,0.12236286919831224
STEEL,Linear,split,0.8,1,0.8468085106382979,0.29535864978902954
STEEL,Linear,knn-norm,0.8,1,0.8851063829787233,0.22362869198312235
STEEL,GP,native90,0.8,1,0.9148936170212766,
STEEL,GP,native90,0.8,1,,0.7510548523206751
STEEL,QuantGBM,native90,0.8,1,0.7446808510638298,
STEEL,QuantGBM,native90,0.8,1,,0.23628691983122363
STEEL,HistGB,split,0.8,2,0.9234042553191489,0.24050632911392406
STEEL,HistGB,knn-norm,0.8,2,0.8851063829787233,0.16455696202531644
STEEL,RF,split,0.8,2,0.9148936170212766,0.20675105485232068
STEEL,RF,knn-norm,0.8,2,0.9361702127659575,0.14345991561181434
STEEL,Linear,split,0.8,2,0.9148936170212766,0.32489451476793246
STEEL,Linear,knn-norm,0.8,2,0.9404255319148936,0.17721518987341772
STEEL,GP,native90,0.8,2,0.9404255319148936,
STEEL,GP,native90,0.8,2,,0.810126582278481
STEEL,QuantGBM,native90,0.8,2,0.8297872340425532,
STEEL,QuantGBM,native90,0.8,2,,0.24050632911392406
